pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_UC	probabilities.rectum_Ensembl_BridgeDb_UC	GenesInPWs.rectum_Ensembl_Hs_UC	probabilities.rectum_Ensembl_Hs_UC	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_UC	probabilities.rectum_Ensembl_PriID_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_BridgeDb_UC	probabilities.rectum_ENTREZ_BridgeDb_UC	GenesInPWs.rectum_ENTREZ_Hs_UC	probabilities.rectum_ENTREZ_Hs_UC	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_UC	probabilities.rectum_ENTREZ_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_PriID_BridgeDb_UC	probabilities.rectum_HGNC_PriID_BridgeDb_UC	GenesInPWs.rectum_HGNC_UC	probabilities.rectum_HGNC_UC
<https://identifiers.org/wikipathways/WP4655_r105163>	WP4655	Cytosolic DNA-sensing pathway	74	23	6.78024150759103e-108	23	1.5267190184758e-107	25	2.07598027099176e-104	23	7.49068256492977e-107	23	6.43715311527804e-108	25	2.17935360305671e-103	25	2.69077013171533e-106	24	9.80744325599662e-109
<https://identifiers.org/wikipathways/WP4656_r120396>	WP4656	Joubert syndrome	76	24	2.72195293788511e-109	24	6.22695804375749e-109	25	3.00087531298153e-108	24	3.15152720845143e-108	24	2.58160058236844e-109	25	3.46622368774826e-107	25	3.25961670899023e-110	24	1.18773382487617e-112
<https://identifiers.org/wikipathways/WP4657_r120007>	WP4657	22q11.2 copy number variation syndrome	154	29	8.71018588863926e-232	29	6.28959327371064e-231	31	2.15394129060256e-230	29	3.02563789139632e-229	29	7.67534229075795e-232	31	7.60406010164747e-228	31	4.18951634933236e-235	29	8.10479063645425e-240
<https://identifiers.org/wikipathways/WP4658_r119261>	WP4658	Small cell lung cancer	96	44	3.34142923992886e-101	44	7.6441217603814e-101	44	1.46625944499981e-102	44	3.86876827228788e-100	44	3.1691347604434e-101	44	1.77650510359385e-101	44	1.4580445078442e-104	44	1.4580445078442e-104
<https://identifiers.org/wikipathways/WP4659_r116555>	WP4659	Gastrin signaling pathway	114	34	1.74137736987244e-154	34	6.2014358097183e-154	35	2.58686019694835e-154	34	7.46973747731705e-153	34	1.60547955234282e-154	35	1.13506978648033e-152	35	2.381515042619e-157	34	1.20994377256006e-159
<https://identifiers.org/wikipathways/WP466_r117096>	WP466	DNA replication	42	17	2.33198420942668e-58	17	3.47464972928587e-58	17	5.17038445378117e-59	17	7.59086638316121e-58	17	2.27324710597475e-58	17	1.71996042191796e-58	17	5.60819219866834e-60	17	5.60819219866834e-60
<https://identifiers.org/wikipathways/WP4661_r117646>	WP4661	Amino acid metabolism pathway excerpt: histidine catabolism extension	6	2	3.03938861455565e-13	2	3.24000628560928e-13	2	2.38743816052768e-13	2	3.67237426354619e-13	2	3.02698612636321e-13	2	2.89464619292938e-13	2	1.6723665806499e-13	2	1.6723665806499e-13
<https://identifiers.org/wikipathways/WP4666_r119241>	WP4666	Hepatitis B infection	152	60	1.6162703965476e-162	60	6.95356230201945e-162	61	6.75625597331109e-163	60	1.21296093647293e-160	60	1.4722232095388e-162	61	5.24284599494658e-161	61	2.16680904620833e-166	60	1.91530722820902e-168
<https://identifiers.org/wikipathways/WP4673_r119920>	WP4673	Male infertility	145	41	1.22205328629007e-190	41	6.3490818213073e-190	41	2.41646787236805e-193	41	1.602665347638e-188	41	1.0997858032503e-190	41	3.47332163279357e-191	41	2.47801728431201e-197	41	2.47801728431201e-197
<https://identifiers.org/wikipathways/WP4674_r117748>	WP4674	Head and neck squamous cell carcinoma	74	30	1.66809323354638e-91	30	3.36148973967333e-91	30	1.18201624486178e-92	30	1.32693073565049e-90	30	1.59497083140412e-91	30	9.77030808134135e-92	30	2.38350573120935e-94	30	2.38350573120935e-94
<https://identifiers.org/wikipathways/WP4685_r119240>	WP4685	Melanoma	68	21	3.14544067147519e-101	21	6.64749805586665e-101	21	1.86211231961143e-102	21	2.88048482230307e-100	21	2.99841587898067e-101	21	1.77661224832251e-101	21	2.88016547393136e-104	21	2.88016547393136e-104
<https://identifiers.org/wikipathways/WP4686_r122622>	WP4686	Leucine, isoleucine and valine metabolism	25	10	1.25630100066447e-38	10	1.59622478354007e-38	10	5.08449761785905e-39	10	2.55211943063428e-38	10	1.2372021888113e-38	10	1.0464111426565e-38	10	1.33962901188939e-39	10	1.33962901188939e-39
<https://identifiers.org/wikipathways/WP4688_r120418>	WP4688	Serine metabolism	8	4	1.41838135345931e-12	4	1.51200293328433e-12	4	1.11413780824625e-12	4	1.71377465632155e-12	4	1.41259352563617e-12	4	1.35083489003371e-12	4	7.80437737636619e-13	4	7.80437737636619e-13
<https://identifiers.org/wikipathways/WP4698_r119119>	WP4698	Vitamin D-sensitive calcium signaling in depression	37	12	1.69635137185506e-60	12	2.52755863918959e-60	12	3.76108411272064e-61	12	5.52181123293712e-60	12	1.65362433896322e-60	12	1.25114793207553e-60	12	4.07955786809424e-62	12	4.07955786809424e-62
<https://identifiers.org/wikipathways/WP47_r120579>	WP47	Hedgehog signaling pathway	16	5	6.11533041539365e-31	5	7.28975647799305e-31	6	3.27545219640846e-28	5	1.02854658657672e-30	5	6.04699182162429e-31	6	5.30061901547899e-28	6	1.34569774427953e-28	5	1.18389830875028e-31
<https://identifiers.org/wikipathways/WP4705_r119081>	WP4705	Pathways of nucleic acid metabolism and innate immune sensing	20	5	5.95873992410031e-41	5	7.5710266412968e-41	7	2.23828668904652e-35	5	1.21049142954984e-40	5	5.86815267420367e-41	7	4.18427968652682e-35	7	7.04385436670573e-36	6	7.2265836973384e-39
<https://identifiers.org/wikipathways/WP4707_r116586>	WP4707	Aspirin and miRNAs	11	6	7.97522314945564e-15	6	8.63852091384699e-15	6	5.8977458569336e-15	6	1.01026373095056e-14	6	7.93456788867978e-15	6	7.50337508350628e-15	6	3.77963682741546e-15	6	3.77963682741546e-15
<https://identifiers.org/wikipathways/WP4718_r119764>	WP4718	Cholesterol metabolism with Bloch and Kandutsch-Russell pathways	47	31	1.57209763958942e-35	31	2.02956845046751e-35	31	5.99071613637644e-36	31	3.3479478928491e-35	31	1.54661977206211e-35	31	1.29360763169006e-35	31	1.44425880738607e-36	31	1.44425880738607e-36
<https://identifiers.org/wikipathways/WP4719_r116307>	WP4719	Eicosanoid metabolism via cyclooxygenases (COX)	30	16	2.19055923311205e-34	16	2.73924144541352e-34	16	9.41605047257155e-35	16	4.24489384680246e-34	16	2.15945909543328e-34	16	1.84692874692799e-34	16	2.71132387094523e-35	16	2.71132387094523e-35
<https://identifiers.org/wikipathways/WP4720_r120365>	WP4720	Eicosanoid metabolism via cytochrome P450 monooxygenases pathway	9	5	2.55308643622674e-12	5	2.72160527991179e-12	5	2.00544805484324e-12	5	3.08479438137879e-12	5	2.54266834614509e-12	5	2.43150280206068e-12	5	1.40478792774592e-12	5	1.40478792774592e-12
<https://identifiers.org/wikipathways/WP4721_r116526>	WP4721	Eicosanoid metabolism via lipooxygenases (LOX)	29	16	4.29203572407738e-32	16	5.28217058723902e-32	16	1.95948010334215e-32	16	7.9337065996738e-32	16	4.23541910584316e-32	16	3.66307534807385e-32	16	6.16645425715293e-33	16	6.16645425715293e-33
<https://identifiers.org/wikipathways/WP4722_r117144>	WP4722	Glycerolipids and glycerophospholipids	22	6	7.80311180536929e-43	6	1.00737696799698e-42	7	2.65278136583951e-40	6	1.66175503789159e-42	6	7.67665232609053e-43	7	5.45953639646864e-40	7	6.98936875768374e-41	6	7.16858334121406e-44
<https://identifiers.org/wikipathways/WP4723_r120315>	WP4723	Omega-3 / omega-6 fatty acid synthesis	14	9	3.45593003143077e-14	9	3.74335906266702e-14	9	2.5556898713379e-14	9	4.37780950078577e-14	9	3.43831275176123e-14	9	3.25146253618604e-14	9	1.63784262521336e-14	9	1.63784262521336e-14
<https://identifiers.org/wikipathways/WP4724_r117812>	WP4724	Omega-9 fatty acid synthesis	14	10	2.02828533544681e-11	10	2.16216419459659e-11	10	1.59321706579214e-11	10	2.45069775853982e-11	10	2.02000874165972e-11	10	1.9316938927482e-11	10	1.11602596482037e-11	10	1.11602596482037e-11
<https://identifiers.org/wikipathways/WP4725_r117175>	WP4725	Sphingolipid metabolism overview	23	9	1.23096559715107e-36	9	1.53929276626046e-36	9	5.2912671876521e-37	9	2.38538096116616e-36	9	1.21348914685908e-36	9	1.03786545165814e-36	9	1.52360472952219e-37	9	1.52360472952219e-37
<https://identifiers.org/wikipathways/WP4726_r120323>	WP4726	Sphingolipid metabolism: integrated pathway	26	9	9.44579570127149e-44	9	1.23904018754358e-43	10	2.11684448461708e-41	9	2.10875458929453e-43	9	9.28324332670476e-44	10	4.5710164161742e-41	10	5.10334861672146e-42	9	7.47633843645104e-45
<https://identifiers.org/wikipathways/WP474_r117098>	WP474	Endochondral ossification	64	33	2.06086563718009e-65	33	3.37823095923203e-65	33	3.18595248670423e-66	33	8.89814927985739e-65	33	1.99672733689689e-65	33	1.41317456768839e-65	33	2.0303010743902e-67	33	2.0303010743902e-67
<https://identifiers.org/wikipathways/WP4742_r122056>	WP4742	Ketogenesis and ketolysis	8	6	1.62771344918594e-06	6	1.68058370033078e-06	6	1.44258771384103e-06	6	1.78922712736696e-06	6	1.62438847575267e-06	6	1.58847646555818e-06	6	1.20734123840013e-06	6	1.20734123840013e-06
<https://identifiers.org/wikipathways/WP4746_r120402>	WP4746	Thyroid hormones production and peripheral downstream signaling effects	95	41	7.89868742840561e-106	41	1.86513164032085e-105	41	3.07499929338021e-107	41	1.00441512848975e-104	41	7.47623792404601e-106	41	4.09906224711854e-106	41	2.56274419320423e-109	41	2.56274419320423e-109
<https://identifiers.org/wikipathways/WP4747_r116543>	WP4747	Netrin-UNC5B signaling pathway	52	20	7.93021145998363e-72	20	1.32077649664469e-71	23	2.66527074813994e-65	20	3.58896915275877e-71	20	7.67559627858775e-72	23	1.07413249021047e-64	23	2.02783167854518e-66	20	6.73338456266671e-74
<https://identifiers.org/wikipathways/WP4751_r120779>	WP4751	HIPK2 in kidney fibrosis	2	1	0.000341005967604384	1	0.000346500346500379	1	0.000321027287319477	1	0.000357525920629227	1	0.00034065746891505	1	0.000336870473303061	1	0.000293685756240802	1	0.000293685756240802
<https://identifiers.org/wikipathways/WP4752_r119239>	WP4752	Base excision repair	31	11	8.59908164384172e-50	11	1.18320438706151e-49	11	2.57557368312434e-50	11	2.2114805508928e-49	11	8.42529547328804e-50	11	6.73971714116193e-50	11	4.35329884333e-51	11	4.35329884333e-51
<https://identifiers.org/wikipathways/WP4753_r119238>	WP4753	Nucleotide excision repair	43	13	8.06619341290386e-71	13	1.30137424095118e-70	13	1.32418532931983e-71	13	3.32261593448648e-70	13	7.82311154370794e-71	13	5.59869739599114e-71	13	9.22044093705354e-73	13	9.22044093705354e-73
<https://identifiers.org/wikipathways/WP4754_r115147>	WP4754	IL-18 signaling pathway	185	119	1.01161276843881e-105	119	2.88819145354709e-105	125	3.53270420974406e-97	119	2.25623532368591e-104	119	9.45947882308196e-106	125	6.27071755772394e-96	125	1.73383781670798e-99	119	5.55754921280338e-110
<https://identifiers.org/wikipathways/WP4756_r120634>	WP4756	Renin-angiotensin-aldosterone system (RAAS)	44	16	3.66883857015947e-65	16	5.73385180712068e-65	16	6.7920782625062e-66	16	1.37547425929899e-64	16	3.56552371578811e-65	16	2.60912022359525e-65	16	5.64659695413334e-67	16	5.64659695413334e-67
<https://identifiers.org/wikipathways/WP4758_r108284>	WP4758	Nephrotic syndrome	49	15	3.19911869442714e-78	15	5.50023424691091e-78	16	1.61672662907028e-76	15	1.59064976000665e-77	15	3.09011379810934e-78	16	7.89258892308702e-76	16	8.63002091318294e-78	15	2.01783332764775e-80
<https://identifiers.org/wikipathways/WP4760_r108400>	WP4760	PKC-gamma calcium signaling pathway in ataxia	22	8	4.81682190189552e-37	8	6.02331952014958e-37	8	2.07049585603772e-37	8	9.33409941325873e-37	8	4.74843579205723e-37	8	4.06121263692309e-37	8	5.96193155030424e-38	8	5.96193155030424e-38
<https://identifiers.org/wikipathways/WP4767_r116441>	WP4767	FGFR3 signaling in chondrocyte proliferation and terminal differentiation	27	10	2.55036483934327e-43	10	3.34540850636763e-43	10	9.15062457327267e-44	10	5.69363739109539e-43	10	2.50647569821032e-43	10	2.07319743384351e-43	10	2.01861137784177e-44	10	2.01861137784177e-44
<https://identifiers.org/wikipathways/WP477_r117044>	WP477	Cytoplasmic ribosomal proteins	88	52	4.54411768739076e-70	52	8.06495508417958e-70	52	5.20296570058091e-71	52	2.48221188988614e-69	52	4.38036957102475e-70	52	2.93256663850967e-70	52	2.1293716230778e-72	52	2.1293716230778e-72
<https://identifiers.org/wikipathways/WP4784_r111633>	WP4784	Proteoglycan biosynthesis	18	8	3.27197477805779e-27	8	3.83860351739917e-27	8	1.78980066446605e-27	8	5.24933443982087e-27	8	3.23871482866358e-27	8	2.89640967631533e-27	8	7.35327695981312e-28	8	7.35327695981312e-28
<https://identifiers.org/wikipathways/WP4785_r111735>	WP4785	Somitogenesis in the context of spondylocostal dysostosis	9	1	2.5795647067367e-25	1	2.93120775353105e-25	1	1.59186984925905e-25	1	3.76539469109893e-25	1	2.55856251037422e-25	1	2.33980297901602e-25	1	7.81269998458703e-26	1	7.81269998458703e-26
<https://identifiers.org/wikipathways/WP4786_r117852>	WP4786	Type I collagen synthesis in the context of osteogenesis imperfecta	33	18	3.98616917504944e-36	18	5.06472734259713e-36	20	1.65494170957196e-31	18	8.09772482873005e-36	18	3.92556976849879e-36	20	3.09376766239795e-31	20	5.20807653669148e-32	18	4.25056405301839e-37
<https://identifiers.org/wikipathways/WP4787_r118872>	WP4787	Osteoblast differentiation and related diseases	118	42	8.40387752409387e-144	42	2.80981217251588e-143	42	8.79062132564532e-146	42	2.99093612430612e-142	42	7.77937485955855e-144	42	3.34419008313066e-144	42	1.05371145308797e-148	42	1.05371145308797e-148
<https://identifiers.org/wikipathways/WP4788_r117658>	WP4788	Autosomal recessive osteopetrosis pathways	11	3	4.72920196235064e-24	3	5.37388088147355e-24	3	2.91842805697492e-24	3	6.90322360034802e-24	3	4.6906979356861e-24	3	4.2896387948627e-24	3	1.43232833050762e-24	3	1.43232833050762e-24
<https://identifiers.org/wikipathways/WP4789_r117775>	WP4789	MED and pseudoachondroplasia genes	6	1	1.03574326616307e-16	1	1.12188583296715e-16	1	7.65941020380987e-17	1	1.31203081941631e-16	1	1.0304633621662e-16	1	9.74464296559259e-17	1	4.90861925638373e-17	1	4.90861925638373e-17
<https://identifiers.org/wikipathways/WP4790_r116413>	WP4790	FGF23 signaling in hypophosphatemic rickets and related disorders	23	9	1.23096559715107e-36	9	1.53929276626046e-36	9	5.2912671876521e-37	9	2.38538096116616e-36	9	1.21348914685908e-36	9	1.03786545165814e-36	9	1.52360472952219e-37	9	1.52360472952219e-37
<https://identifiers.org/wikipathways/WP4792_r119117>	WP4792	Purine metabolism	15	6	2.19831795627744e-25	6	2.53818249246069e-25	7	1.13818694222022e-22	6	3.36412003372912e-25	6	2.17819448280709e-25	7	1.67295912999645e-22	7	5.58608048897971e-23	6	5.73519557390131e-26
<https://identifiers.org/wikipathways/WP4799_r120793>	WP4799	Downregulation of ACE2 by SARS-CoV-2 spike protein	5	3	5.81326231852119e-07	3	6.00208464403848e-07	3	5.15209897800365e-07	3	6.39009688345344e-07	3	5.80138741340239e-07	3	5.67313023413633e-07	3	4.31193299428616e-07	3	4.31193299428616e-07
<https://identifiers.org/wikipathways/WP4803_r110008>	WP4803	Ciliopathies	184	41	1.64223955375033e-251	41	1.57101216299854e-250	42	4.90190674762525e-253	41	1.31105977817664e-248	41	1.42131874423561e-251	42	4.23868404389139e-250	42	1.8170489901177e-258	41	1.0977568697489e-260
<https://identifiers.org/wikipathways/WP4804_r117680>	WP4804	Cholesterol biosynthesis with skeletal dysplasias	7	4	1.04038272276242e-09	4	1.09147711746456e-09	4	8.68052619849782e-10	4	1.19899959392901e-09	4	1.0371967961983e-09	4	1.00299490585005e-09	4	6.6464028831477e-10	4	6.6464028831477e-10
<https://identifiers.org/wikipathways/WP4806_r116801>	WP4806	EGFR tyrosine kinase inhibitor resistance	85	38	3.49019693534526e-94	38	7.37609758553084e-94	38	2.06620928193445e-95	38	3.19620058018643e-93	38	3.32705747929446e-94	38	1.97133796883343e-94	38	3.19584622961191e-97	38	3.19584622961191e-97
<https://identifiers.org/wikipathways/WP4808_r117708>	WP4808	Endochondral ossification with skeletal dysplasias	64	33	2.06086563718009e-65	33	3.37823095923203e-65	33	3.18595248670423e-66	33	8.89814927985739e-65	33	1.99672733689689e-65	33	1.41317456768839e-65	33	2.0303010743902e-67	33	2.0303010743902e-67
<https://identifiers.org/wikipathways/WP481_r120562>	WP481	Insulin signaling	161	65	7.48822767391545e-167	65	3.43083625809278e-166	65	2.38140269887958e-169	65	6.76977095852332e-165	65	6.79344846010445e-167	65	2.34273518834222e-167	65	4.92463355202418e-173	65	4.92463355202418e-173
<https://identifiers.org/wikipathways/WP4814_r116554>	WP4814	Somatic sex determination	14	3	5.09610867949464e-32	3	6.07479706499433e-32	3	2.62456105481452e-32	3	8.57122155480596e-32	3	5.03915985135365e-32	3	4.45654869302096e-32	3	9.86581923958582e-33	3	9.86581923958582e-33
<https://identifiers.org/wikipathways/WP4815_r110276>	WP4815	Glycosaminoglycan degradation	17	4	1.5052248346274e-36	4	1.85246695502739e-36	4	6.8719328172481e-37	4	2.7823655188805e-36	4	1.48536928232135e-36	4	1.28464727217928e-36	4	2.16258686697106e-37	4	2.16258686697106e-37
<https://identifiers.org/wikipathways/WP4816_r116440>	WP4816	TGF-beta receptor signaling in skeletal dysplasias	59	25	6.14897909896874e-74	25	1.05719195360287e-73	25	7.93865311839065e-75	25	3.05736456265253e-73	25	5.93946238728497e-74	25	4.06572310992362e-74	25	3.87844782956098e-76	25	3.87844782956098e-76
<https://identifiers.org/wikipathways/WP4818_r117691>	WP4818	Conversion of angiotensinogen to angiotensin II 	5	2	2.97252206503549e-10	2	3.11850604989874e-10	2	2.48015034242795e-10	2	3.42571312551149e-10	2	2.96341941770944e-10	2	2.86569973100015e-10	2	1.89897225232792e-10	2	1.89897225232792e-10
<https://identifiers.org/wikipathways/WP4823_r119116>	WP4823	Genes controlling nephrogenesis	44	13	6.02056845068303e-73	13	9.86909110683389e-73	14	4.16172532071927e-71	13	2.59948615073615e-72	13	5.83319620273108e-73	14	1.75959061016859e-70	14	2.89785286593093e-72	13	5.93127779576518e-75
<https://identifiers.org/wikipathways/WP4829_r109219>	WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	38	16	3.01245225717244e-52	16	4.2791993100992e-52	16	7.99980291839865e-53	16	8.51325771567918e-52	16	2.9455622465332e-52	16	2.30434975093666e-52	16	1.13226561237713e-53	16	1.13226561237713e-53
<https://identifiers.org/wikipathways/WP4830_r118773>	WP4830	GDNF/RET signaling axis	23	4	2.64570776796633e-51	4	3.58286522823117e-51	4	8.41592079538919e-52	4	6.49075628446478e-51	4	2.5948817475939e-51	4	2.09900510643527e-51	4	1.55450717231917e-52	4	1.55450717231917e-52
<https://identifiers.org/wikipathways/WP4838_r110282>	WP4838	Regucalcin in proximal tubule epithelial kidney cells	44	7	1.7661918853854e-89	7	3.18485213953815e-89	7	1.90447160356262e-90	7	1.01121705537418e-88	7	1.70081748426709e-89	7	1.12608015274556e-89	7	7.13392429891962e-92	7	7.13392429891962e-92
<https://identifiers.org/wikipathways/WP4842_r119114>	WP4842	Mammalian disorder of sexual development	25	6	5.29141553593276e-50	6	7.16573045646219e-50	6	1.68318415907781e-50	6	1.29815125689299e-49	6	5.18976349518774e-50	6	4.1980102128706e-50	6	3.1090143446384e-51	6	3.1090143446384e-51
<https://identifiers.org/wikipathways/WP4844_r120398>	WP4844	Influence of laminopathies on Wnt signaling	39	11	1.47563248838465e-67	11	2.30619523000776e-67	11	2.73182129879581e-68	11	5.53225350514723e-67	11	1.43407853262249e-67	11	1.04940637054831e-67	11	2.27110071893163e-69	11	2.27110071893163e-69
<https://identifiers.org/wikipathways/WP4846_r122702>	WP4846	SARS-CoV-2 and COVID-19 pathway	50	6	5.65031045879929e-105	6	1.13863303628677e-104	6	4.00382821325549e-106	6	4.49469517828361e-104	6	5.40262389950638e-105	6	3.30948371634656e-105	6	8.07361788347283e-108	6	8.07361788347283e-108
<https://identifiers.org/wikipathways/WP4853_r122756>	WP4853	Linoleic acid metabolism affected by SARS-CoV-2	13	5	3.68877753063347e-23	5	4.19162708754937e-23	5	2.27637388444043e-23	5	5.38451440827145e-23	5	3.65874438983517e-23	5	3.3459182599929e-23	5	1.11721609779595e-23	5	1.11721609779595e-23
<https://identifiers.org/wikipathways/WP4856_r113654>	WP4856	Intracellular trafficking proteins involved in CMT neuropathy	27	10	2.55036483934327e-43	10	3.34540850636763e-43	10	9.15062457327267e-44	10	5.69363739109539e-43	10	2.50647569821032e-43	10	2.07319743384351e-43	10	2.01861137784177e-44	10	2.01861137784177e-44
