pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.rectum_Ensembl_BridgeDb_CD	probabilities.rectum_Ensembl_BridgeDb_CD	GenesInPWs.rectum_Ensembl_Hs_CD	probabilities.rectum_Ensembl_Hs_CD	GenesInPWs.rectum_Ensembl_PriID_BridgeDb_CD	probabilities.rectum_Ensembl_PriID_BridgeDb_CD	GenesInPWs.rectum_ENTREZ_BridgeDb_CD	probabilities.rectum_ENTREZ_BridgeDb_CD	GenesInPWs.rectum_ENTREZ_Hs_CD	probabilities.rectum_ENTREZ_Hs_CD	GenesInPWs.rectum_ENTREZ_PriID_BridgeDb_CD	probabilities.rectum_ENTREZ_PriID_BridgeDb_CD	GenesInPWs.rectum_HGNC_CD	probabilities.rectum_HGNC_CD	GenesInPWs.rectum_HGNC_PriID_BridgeDb_CD	probabilities.rectum_HGNC_PriID_BridgeDb_CD
<https://identifiers.org/wikipathways/WP516_r117755>	WP516	Hypertrophy model	20	5	1.26765470874595e-30	5	1.71506283322539e-30	5	6.03636257153971e-31	5	3.60660695118182e-30	5	1.26765470874595e-30	5	1.69338975614165e-30	5	2.32521408751714e-31	5	2.32521408751714e-31
<https://identifiers.org/wikipathways/WP5171_r122629>	WP5171	Leukotriene metabolic pathway	14	1	7.97402561436775e-30	1	1.03644928467633e-29	1	4.18976409189123e-30	1	1.97499880960331e-29	1	7.97402561436775e-30	1	1.02507895497102e-29	1	1.83165800232028e-30	1	1.83165800232028e-30
<https://identifiers.org/wikipathways/WP5173_r122082>	WP5173	Disorders of galactose metabolism 	14	1	7.97402561436775e-30	1	1.03644928467633e-29	1	4.18976409189123e-30	1	1.97499880960331e-29	1	7.97402561436775e-30	1	1.02507895497102e-29	1	1.83165800232028e-30	1	1.83165800232028e-30
<https://identifiers.org/wikipathways/WP5174_r121476>	WP5174	Ulcerative colitis signaling	22	6	8.06023225214193e-32	6	1.11255129029784e-31	6	3.65408740572762e-32	6	2.45759942691151e-31	6	8.06023225214193e-32	6	1.09756743453627e-31	6	1.32133937076618e-32	6	1.32133937076618e-32
<https://identifiers.org/wikipathways/WP5176_r122283>	WP5176	Disorders of bile acid synthesis and biliary transport	20	3	1.72736536199518e-35	3	2.43244411714078e-35	3	7.45572358112573e-36	3	5.64400984512382e-35	3	1.72736536199518e-35	3	2.39766568989821e-35	3	2.53101055581004e-36	3	2.53101055581004e-36
<https://identifiers.org/wikipathways/WP5178_r122450>	WP5178	Disorders of fructose metabolism	14	3	1.93776264853043e-24	3	2.41954248744363e-24	4	3.55906417611807e-22	3	4.17712906564039e-24	3	1.93776264853043e-24	4	7.08925948820973e-22	3	5.5760309790902e-25	4	1.88191045544294e-22
<https://identifiers.org/wikipathways/WP5179_r121899>	WP5179	Biosynthesis and turnover of 1-deoxy-sphingoid bases	10	1	7.03300403027945e-22	1	8.4354170304871e-22	1	4.50127397299248e-22	1	1.31917575012545e-21	1	7.03300403027945e-22	1	8.37113358148251e-22	1	2.5361610433492e-22	1	2.5361610433492e-22
<https://identifiers.org/wikipathways/WP5180_r122423>	WP5180	DYRK1A	62	1	1.26680596744124e-103	1	4.23220288611813e-103	1	6.54763558068344e-105	1	8.20152187921243e-102	1	1.26680596744124e-103	1	4.02282383011389e-103	1	1.44587213449374e-106	1	1.44587213449374e-106
<https://identifiers.org/wikipathways/WP5181_r122326>	WP5181	Roles of ceramides in the development of insulin resistance	23	2	2.53096379370388e-43	2	3.86026487366263e-43	2	8.97965559670545e-44	2	1.08991737540181e-42	2	2.53096379370388e-43	2	3.7923138574457e-43	2	2.36890170223869e-44	2	2.36890170223869e-44
<https://identifiers.org/wikipathways/WP5182_r122168>	WP5182	Pro-survival signaling of neuroprotectin D1	16	3	3.18961024574711e-28	3	4.14579713870529e-28	3	1.67590563675648e-28	3	7.89999523841327e-28	3	3.18961024574711e-28	3	4.10031581988407e-28	3	7.32663200928115e-29	3	7.32663200928115e-29
<https://identifiers.org/wikipathways/WP5183_r122816>	WP5183	SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction	33	5	3.52217727657584e-52	5	6.17366565927073e-52	5	8.8809512337712e-53	5	2.45342170109985e-51	5	3.52217727657584e-52	5	6.02961346055439e-52	5	1.50969676316841e-53	5	1.50969676316841e-53
<https://identifiers.org/wikipathways/WP5187_r122433>	WP5187	mRNA vaccine activation of dendritic cell and induction of IFN-1	12	1	6.38822851163882e-26	1	7.97651369486906e-26	1	3.70423949568648e-26	1	1.37707551614519e-25	1	6.38822851163882e-26	1	7.90234492847556e-26	1	1.83825197112865e-26	1	1.83825197112865e-26
<https://identifiers.org/wikipathways/WP5188_r122585>	WP5188	Retinol metabolism	19	2	2.59104804299277e-36	2	3.64866617571116e-36	2	1.11835853716887e-36	2	8.46601476768587e-36	2	2.59104804299277e-36	2	3.59649853484725e-36	2	3.79651583371506e-37	2	3.79651583371506e-37
<https://identifiers.org/wikipathways/WP5190_r122630>	WP5190	Creatine pathway	5	2	3.49839708343393e-08	2	3.71755608873899e-08	2	3.01376650263572e-08	2	4.31677104834896e-08	2	3.49839708343393e-08	2	3.70806445617204e-08	2	2.48808468683897e-08	2	2.48808468683897e-08
<https://identifiers.org/wikipathways/WP5191_r122556>	WP5191	Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution	14	2	4.81631147107814e-27	2	6.13577976528392e-27	2	2.65840531630502e-27	2	1.11291182921147e-26	2	4.81631147107814e-27	2	6.07359280820331e-27	2	1.23820080956851e-27	2	1.23820080956851e-27
<https://identifiers.org/wikipathways/WP5192_r122557>	WP5192	Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids	14	1	7.97402561436775e-30	1	1.03644928467633e-29	1	4.18976409189123e-30	1	1.97499880960331e-29	1	7.97402561436775e-30	1	1.02507895497102e-29	1	1.83165800232028e-30	1	1.83165800232028e-30
<https://identifiers.org/wikipathways/WP5193_r122440>	WP5193	Cholesterol synthesis disorders	18	9	3.41944655952186e-18	9	4.1012997602228e-18	9	2.18851940566893e-18	9	6.41383249710995e-18	9	3.41944655952186e-18	9	4.07004514731678e-18	9	1.23308149927637e-18	9	1.23308149927637e-18
<https://identifiers.org/wikipathways/WP5194_r122165>	WP5194	Synthesis of ceramides and 1-deoxyceramides	22	1	2.20083808148162e-44	1	3.35675206405441e-44	1	7.80839617104804e-45	1	9.47754239479835e-44	1	2.20083808148162e-44	1	3.29766422386575e-44	1	2.05991452368579e-45	1	2.05991452368579e-45
<https://identifiers.org/wikipathways/WP5195_r122514>	WP5195	Disorders in ketolysis	5	2	3.49839708343393e-08	2	3.71755608873899e-08	2	3.01376650263572e-08	2	4.31677104834896e-08	2	3.49839708343393e-08	2	3.70806445617204e-08	2	2.48808468683897e-08	2	2.48808468683897e-08
<https://identifiers.org/wikipathways/WP5198_r121825>	WP5198	Inflammatory bowel disease signaling	43	17	1.23561334058603e-42	17	2.08157863682553e-42	17	3.43419443562872e-43	17	7.50408363122526e-42	17	1.23561334058603e-42	17	2.03640247275416e-42	17	6.61732786026943e-44	17	6.61732786026943e-44
<https://identifiers.org/wikipathways/WP5200_r122392>	WP5200	Dravet syndrome	20	1	7.03810869070189e-41	1	1.03149067451954e-40	1	2.7539841466897e-41	1	2.64035715171446e-40	1	7.03810869070189e-41	1	1.01503532370858e-40	1	8.24072818020991e-42	1	8.24072818020991e-42
<https://identifiers.org/wikipathways/WP5205_r122560>	WP5205	Clock-controlled autophagy in bone metabolism	80	7	3.48621167550297e-111	7	1.46634243969727e-110	7	1.02285881426359e-112	7	5.0016441857164e-109	7	3.48621167550297e-111	7	1.38036412797206e-110	7	1.08860308040212e-114	7	1.08860308040212e-114
<https://identifiers.org/wikipathways/WP521_r111034>	WP521	Amino acid conjugation of benzoic acid	4	1	1.39935883337357e-08	1	1.48702243549559e-08	1	1.20550660105429e-08	1	1.72670841933958e-08	1	1.39935883337357e-08	1	1.48322578246882e-08	1	9.9523387473559e-09	1	9.9523387473559e-09
<https://identifiers.org/wikipathways/WP5211_r122576>	WP5211	Glucose metabolism in triple-negative breast cancer cells	8	3	2.7232448800709e-12	3	3.01321668793437e-12	3	2.12442788096621e-12	3	3.86460532432234e-12	3	2.7232448800709e-12	3	3.00041627719549e-12	3	1.54385994467547e-12	3	1.54385994467547e-12
<https://identifiers.org/wikipathways/WP5213_r122577>	WP5213	Amino acid metabolism in triple-negative breast cancer cells	9	2	5.09334371675252e-17	2	5.86776044057711e-17	2	3.59867851592803e-17	2	8.31084680106283e-17	2	5.09334371675252e-17	2	5.83292216824115e-17	2	2.30252481571377e-17	2	2.30252481571377e-17
<https://identifiers.org/wikipathways/WP5218_r122962>	WP5218	Extrafollicular B cell activation by SARS-CoV-2	76	15	5.80416074776281e-90	15	1.93908037217352e-89	15	2.99994872180952e-91	14	4.79300317244797e-90	14	6.92620614291549e-92	14	2.2404561316111e-91	15	6.62459327237252e-93	15	6.62459327237252e-93
<https://identifiers.org/wikipathways/WP5220_r122761>	WP5220	Metabolic reprogramming in pancreatic cancer	43	4	1.26819869372024e-69	4	2.76142357826464e-69	4	1.87680008374733e-70	4	1.87008155389624e-68	4	1.26819869372024e-69	4	2.67249251339897e-69	4	1.60678390743155e-71	4	1.60678390743155e-71
<https://identifiers.org/wikipathways/WP5221_r122738>	WP5221	2q11.2 copy number variation syndrome	65	4	1.38335211644584e-99	4	4.6215655516408e-99	4	7.15001805410642e-101	4	8.95606189209997e-98	4	1.38335211644584e-99	4	4.39292362248437e-99	4	1.57889237086714e-102	4	1.57889237086714e-102
<https://identifiers.org/wikipathways/WP5222_r122737>	WP5222	2q13 copy number variation syndrome	68	9	4.33652609275228e-92	9	1.3939068038036e-91	10	3.24078645676443e-91	9	2.45696465811029e-90	9	4.33652609275228e-92	10	1.63365877405782e-89	9	6.14998612842616e-95	10	8.59768060753981e-93
<https://identifiers.org/wikipathways/WP5223_r122632>	WP5223	2q21.1 copy number variation syndrome	42	1	4.63708075582151e-76	1	1.05009611535998e-75	1	6.23183322989205e-77	1	7.83096962709211e-75	1	4.63708075582151e-76	1	1.01460234723982e-75	1	4.71256015571277e-78	1	4.71256015571277e-78
<https://identifiers.org/wikipathways/WP5224_r122740>	WP5224	2q37 copy number variation syndrome	172	5	2.8466180000835e-210	5	6.76398117499939e-209	6	2.79040635827719e-211	5	1.60932382227699e-205	5	2.8466180000835e-210	6	1.32123098951652e-206	5	5.08826327770832e-218	6	1.27715408270479e-215
<https://identifiers.org/wikipathways/WP524_r117113>	WP524	G13 signaling pathway	38	2	2.46962657958111e-67	2	5.06951811409979e-67	2	4.22450305756807e-68	2	2.97011114521763e-66	2	2.46962657958111e-67	2	4.91843975970617e-67	2	4.35826978297812e-69	2	4.35826978297812e-69
<https://identifiers.org/wikipathways/WP530_r117693>	WP530	Cytokines and inflammatory response	30	12	1.94479195876585e-32	12	2.79389938015734e-32	12	7.99226940312471e-33	12	6.80912144462319e-32	12	1.94479195876585e-32	12	2.7516387172642e-32	12	2.54720473351882e-33	12	2.54720473351882e-33
<https://identifiers.org/wikipathways/WP534_r117147>	WP534	Glycolysis and gluconeogenesis	46	8	8.48430361236095e-65	8	1.81147414288743e-64	9	1.89449424213688e-63	8	1.16897061429753e-63	8	8.48430361236095e-65	9	2.35894188384895e-62	8	1.20038464453603e-66	9	1.83658850614009e-64
<https://identifiers.org/wikipathways/WP536_r116854>	WP536	Calcium regulation in cardiac cells	152	10	1.04795857200384e-180	10	1.59021389812684e-179	10	1.30759412768268e-183	10	1.26134618374141e-176	10	1.04795857200384e-180	10	1.41836429878574e-179	10	2.36066109943652e-187	10	2.36066109943652e-187
<https://identifiers.org/wikipathways/WP545_r116815>	WP545	Complement activation	22	4	1.64477081047357e-36	4	2.36288726265565e-36	4	6.75930984003172e-37	4	5.7586849568181e-36	4	1.64477081047357e-36	4	2.32714611078356e-36	4	2.15424995722963e-37	4	2.15424995722963e-37
<https://identifiers.org/wikipathways/WP554_r121084>	WP554	ACE inhibitor pathway	17	2	1.11197781468943e-32	2	1.50444108177663e-32	2	5.29505488731549e-33	2	3.16369030805419e-32	2	1.11197781468943e-32	2	1.48542961065056e-32	2	2.03966148027819e-33	2	2.03966148027819e-33
<https://identifiers.org/wikipathways/WP558_r119232>	WP558	Complement and coagulation cascades	60	12	1.27191030944116e-75	12	3.30261393711079e-75	12	1.22134401610621e-76	12	3.44663809723778e-74	12	1.27191030944116e-75	12	3.17267502810973e-75	12	5.9905558361058e-78	12	5.9905558361058e-78
<https://identifiers.org/wikipathways/WP560_r117838>	WP560	TGF-beta receptor signaling	55	9	3.95484079114852e-75	9	9.87617089266688e-75	9	4.17964897135383e-76	9	9.36513031418311e-74	9	3.95484079114852e-75	9	9.50317921691755e-75	9	2.31945849066287e-77	9	2.31945849066287e-77
<https://identifiers.org/wikipathways/WP58_r113950>	WP58	Monoamine GPCRs	34	2	3.18558236797802e-61	2	6.04336639261088e-61	2	6.61380135165845e-62	2	2.91702405600181e-60	2	3.18558236797802e-61	2	5.88274535892017e-61	2	8.75532604885219e-63	2	8.75532604885219e-63
<https://identifiers.org/wikipathways/WP581_r117099>	WP581	EPO receptor signaling	26	5	6.58050586363016e-41	5	1.00366886715228e-40	5	2.33471045514337e-41	5	2.83378517604471e-40	5	6.58050586363016e-41	5	9.8600160293586e-41	5	6.15914442582064e-42	5	6.15914442582064e-42
<https://identifiers.org/wikipathways/WP585_r107188>	WP585	Interferon type I signaling pathways	54	6	2.34749203502002e-80	6	6.09544545284832e-80	6	2.25416472258062e-81	6	6.3612625991037e-79	6	2.34749203502002e-80	6	5.85562464814629e-80	6	1.10564259179408e-82	6	1.10564259179408e-82
<https://identifiers.org/wikipathways/WP61_r120637>	WP61	Notch signaling pathway	60	7	4.02507615972549e-86	7	1.15188642878293e-85	7	3.04346120278082e-87	7	1.52642013059118e-84	7	4.02507615972549e-86	7	1.10204970982331e-85	7	1.09723757263553e-88	7	1.09723757263553e-88
<https://identifiers.org/wikipathways/WP619_r120967>	WP619	Type II interferon signaling	37	19	3.97367451720632e-30	19	5.70860380233936e-30	19	1.63301154751778e-30	19	1.39126615816698e-29	19	3.97367451720632e-30	19	5.62225517339636e-30	19	5.20454771219549e-31	19	5.20454771219549e-31
<https://identifiers.org/wikipathways/WP623_r107189>	WP623	Oxidative phosphorylation	62	1	1.26680596744124e-103	1	4.23220288611813e-103	1	6.54763558068344e-105	1	8.20152187921243e-102	1	1.26680596744124e-103	1	4.02282383011389e-103	1	1.44587213449374e-106	1	1.44587213449374e-106
<https://identifiers.org/wikipathways/WP673_r118930>	WP673	ErbB signaling pathway	92	1	3.71868750411533e-140	1	2.20055433912769e-139	1	4.71206725390485e-142	1	1.73470429531468e-137	1	3.71868750411533e-140	1	2.04200291801882e-139	1	1.69803210271715e-144	1	1.69803210271715e-144
<https://identifiers.org/wikipathways/WP678_r116938>	WP678	Arachidonate epoxygenase / epoxide hydrolase	7	1	1.70061087431572e-15	1	1.92006161083328e-15	1	1.26253637933808e-15	1	2.58790535110871e-15	1	1.70061087431572e-15	1	1.91028201009899e-15	1	8.60888444986317e-16	1	8.60888444986317e-16
<https://identifiers.org/wikipathways/WP688_r117673>	WP688	Catalytic cycle of mammalian flavin-containing monooxygenases (FMOs)	5	3	1.39702656865128e-05	3	1.45480361605985e-05	3	1.26477734227278e-05	3	1.6072777536686e-05	3	1.39702656865128e-05	3	1.45232524533404e-05	3	1.11300321657928e-05	3	1.11300321657928e-05
<https://identifiers.org/wikipathways/WP69_r120966>	WP69	T-cell receptor signaling pathway	89	8	1.46208502295192e-119	8	7.16157349014888e-119	8	2.94952601932062e-121	8	3.55011494510008e-117	8	1.46208502295192e-119	8	6.69861462925352e-119	8	1.93649796314095e-123	8	1.93649796314095e-123
<https://identifiers.org/wikipathways/WP690_r117170>	WP690	Polyol pathway	4	2	8.38215941190768e-06	2	8.72882169635909e-06	2	7.58866405363668e-06	2	9.6436665220116e-06	2	8.38215941190768e-06	2	8.71395147200427e-06	2	6.67801929947566e-06	2	6.67801929947566e-06
<https://identifiers.org/wikipathways/WP691_r114497>	WP691	Tamoxifen metabolism	21	9	1.55566860515823e-23	9	1.98185686418669e-23	9	8.58664917166504e-24	9	3.59470520835303e-23	9	1.55566860515823e-23	9	1.96177047704968e-23	9	3.9993886149063e-24	9	3.9993886149063e-24
<https://identifiers.org/wikipathways/WP692_r117833>	WP692	Sulfation biotransformation reaction	18	2	1.65281590953014e-34	2	2.28137653512886e-34	2	7.49300219903135e-35	2	5.03950668539615e-34	2	1.65281590953014e-34	2	2.25065092522815e-34	2	2.70951340553558e-35	2	2.70951340553558e-35
<https://identifiers.org/wikipathways/WP694_r106139>	WP694	Arylamine metabolism	7	1	1.70061087431572e-15	1	1.92006161083328e-15	1	1.26253637933808e-15	1	2.58790535110871e-15	1	1.70061087431572e-15	1	1.91028201009899e-15	1	8.60888444986317e-16	1	8.60888444986317e-16
<https://identifiers.org/wikipathways/WP696_r106311>	WP696	Benzo(a)pyrene metabolism	9	1	8.46773685245642e-20	1	9.95379209597464e-20	1	5.69411157583549e-20	1	1.48143436739087e-19	1	8.46773685245642e-20	1	9.88630875973075e-20	1	3.41874508643468e-20	1	3.41874508643468e-20
<https://identifiers.org/wikipathways/WP697_r106826>	WP697	Estrogen metabolism	18	5	4.88010367599307e-27	5	6.3430696222191e-27	5	2.56413562423745e-27	5	1.20869927147724e-26	5	4.88010367599307e-27	5	6.27348320442271e-27	5	1.12097469742e-27	5	1.12097469742e-27
<https://identifiers.org/wikipathways/WP698_r106827>	WP698	Glucuronidation	26	2	2.18508813429337e-48	2	3.53776537928285e-48	2	6.69534423196219e-49	2	1.15674362941265e-47	2	2.18508813429337e-48	2	3.46677343187244e-48	2	1.4626504521676e-49	2	1.4626504521676e-49
<https://identifiers.org/wikipathways/WP699_r106828>	WP699	Aflatoxin B1 metabolism	8	1	1.13185415927834e-17	1	1.30394676457269e-17	1	7.99706336872898e-18	1	1.84685484468063e-17	1	1.13185415927834e-17	1	1.29620492627582e-17	1	5.11672181269725e-18	1	5.11672181269725e-18
<https://identifiers.org/wikipathways/WP702_r106643>	WP702	Metapathway biotransformation Phase I and II	190	22	1.01118651847812e-191	22	2.44579328695215e-190	22	4.0003846233084e-195	22	6.07789720033161e-187	22	1.01118651847812e-191	22	2.13915651664777e-190	22	1.63476095983559e-199	22	1.63476095983559e-199
<https://identifiers.org/wikipathways/WP704_r117787>	WP704	Methylation pathways	9	2	5.09334371675252e-17	2	5.86776044057711e-17	2	3.59867851592803e-17	2	8.31084680106283e-17	2	5.09334371675252e-17	2	5.83292216824115e-17	2	2.30252481571377e-17	2	2.30252481571377e-17
<https://identifiers.org/wikipathways/WP706_r117178>	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	166	14	1.57497063617924e-185	14	2.86237057770679e-184	16	1.04017101466848e-184	14	3.53211111165114e-181	14	1.57497063617924e-185	16	1.84927744728618e-180	14	1.28071933484601e-192	16	1.18551386129192e-188
<https://identifiers.org/wikipathways/WP707_r116541>	WP707	DNA damage response	68	4	2.08938629126027e-103	4	7.39556867812949e-103	4	9.36915993012963e-105	4	1.65164102627607e-101	4	2.08938629126027e-103	4	7.01262661065358e-103	4	1.72280592720507e-106	4	1.72280592720507e-106
<https://identifiers.org/wikipathways/WP710_r116542>	WP710	DNA damage response (only ATM dependent)	114	9	5.70956532753828e-145	9	4.39155954765406e-144	10	5.16540406028026e-145	9	6.58610262277587e-142	9	5.70956532753828e-145	10	5.14690778985026e-142	9	5.94803828329745e-150	10	8.58896728108168e-148
<https://identifiers.org/wikipathways/WP716_r116512>	WP716	Vitamin A and carotenoid metabolism	43	6	6.43197404288865e-65	6	1.3465529794692e-64	6	1.0483367347793e-65	6	8.27982348150647e-64	6	6.43197404288865e-65	6	1.3053433349362e-64	6	1.01629403501825e-66	6	1.01629403501825e-66
<https://identifiers.org/wikipathways/WP722_r120570>	WP722	Serotonin HTR1 group and FOS pathway	34	1	5.18824489898692e-64	1	1.00388146056658e-63	1	1.02619105533878e-64	1	5.08635406451927e-63	1	5.18824489898692e-64	1	9.76389271190069e-64	1	1.27628659604261e-65	1	1.27628659604261e-65
<https://identifiers.org/wikipathways/WP727_r116775>	WP727	Monoamine transport	32	5	1.30534024522798e-50	5	2.24309852286836e-50	5	3.45549738914007e-51	5	8.49032600804866e-50	5	1.30534024522798e-50	5	2.19258671292888e-50	5	6.25380447045821e-52	5	6.25380447045821e-52
<https://identifiers.org/wikipathways/WP733_r120590>	WP733	Serotonin receptor 2 and STAT3 signaling	4	2	8.38215941190768e-06	2	8.72882169635909e-06	2	7.58866405363668e-06	2	9.6436665220116e-06	2	8.38215941190768e-06	2	8.71395147200427e-06	2	6.67801929947566e-06	2	6.67801929947566e-06
<https://identifiers.org/wikipathways/WP75_r119233>	WP75	Toll-like receptor signaling pathway	104	19	1.13161513945988e-114	19	5.97936226182687e-114	20	1.27030829237882e-114	19	3.57001030324204e-112	19	1.13161513945988e-114	20	3.50390628543065e-112	19	9.77995523047953e-119	20	6.96332812410137e-117
<https://identifiers.org/wikipathways/WP98_r117172>	WP98	Prostaglandin synthesis and regulation	46	6	3.11761233533167e-69	6	6.92294135723479e-69	6	4.39657797396357e-70	6	4.91990259759865e-68	6	3.11761233533167e-69	6	6.6944614444548e-69	6	3.53748799344597e-71	6	3.53748799344597e-71
