pathwayRes	pathway	pathwayTitle	TotalGenesinPW	GenesInPWs.ileum_Ensembl_BridgeDb_CD	probabilities.ileum_Ensembl_BridgeDb_CD	GenesInPWs.ileum_Ensembl_Hs_CD	probabilities.ileum_Ensembl_Hs_CD	GenesInPWs.ileum_Ensembl_PriID_BridgeDb_CD	probabilities.ileum_Ensembl_PriID_BridgeDb_CD	GenesInPWs.ileum_ENTREZ_BridgeDb_CD	probabilities.ileum_ENTREZ_BridgeDb_CD	GenesInPWs.ileum_ENTREZ_Hs_CD	probabilities.ileum_ENTREZ_Hs_CD	GenesInPWs.ileum_ENTREZ_PriID_BridgeDb_CD	probabilities.ileum_ENTREZ_PriID_BridgeDb_CD	GenesInPWs.ileum_HGNC_CD	probabilities.ileum_HGNC_CD	GenesInPWs.ileum_HGNC_PriID_BridgeDb_CD	probabilities.ileum_HGNC_PriID_BridgeDb_CD
<https://identifiers.org/wikipathways/WP5111_r119173>	WP5111	Familial hyperlipidemia type 4	22	2	1.29643804441838e-44	2	1.84884027089407e-44	2	4.10224437087301e-45	2	6.9199798936023e-44	2	1.26640284828159e-44	2	2.18666369223131e-44	2	1.39649740627035e-45	2	1.39649740627035e-45
<https://identifiers.org/wikipathways/WP5112_r119153>	WP5112	Familial hyperlipidemia type 5	15	1	7.60846358944202e-34	1	9.75868953703897e-34	1	3.39538281416043e-34	1	2.46250295925109e-33	1	7.48442665734825e-34	1	1.09774358834925e-33	1	1.5950448870238e-34	1	1.5950448870238e-34
<https://identifiers.org/wikipathways/WP5113_r119486>	WP5113	Antiviral and anti-inflammatory effects of Nrf2 on SARS-CoV-2 pathway	41	6	3.06092661557516e-67	6	5.68101669079338e-67	7	1.07799669443617e-65	6	5.66162488295951e-66	6	2.93843205058611e-67	7	1.83300007174893e-64	6	6.29999746236184e-69	7	1.7378992999744e-66
<https://identifiers.org/wikipathways/WP5114_r119169>	WP5114	Nucleotide excision repair in xeroderma pigmentosum 	61	6	7.13667292453306e-98	6	1.8753814229671e-97	6	3.10964636883097e-99	6	6.80289437010681e-96	6	6.69550341232745e-98	6	2.96108998137826e-97	6	1.65084593904897e-100	6	1.65084593904897e-100
<https://identifiers.org/wikipathways/WP5115_r120811>	WP5115	Network map of SARS-CoV-2 signaling pathway	285	53	1.1392548283229e-248	53	5.51503247468391e-247	54	1.43733255856914e-252	53	9.81566474945241e-241	55	1.10400774156685e-245	54	1.2024461985166e-244	54	1.08960792224334e-257	54	1.08960792224334e-257
<https://identifiers.org/wikipathways/WP5117_r119395>	WP5117	Cohesin complex - Cornelia de Lange syndrome	36	2	2.11986276115425e-69	2	3.86619461528409e-69	2	3.02081545229101e-70	2	3.61048539169628e-68	2	2.03738106251225e-69	2	5.13652311678547e-69	2	4.8700270483056e-71	2	4.8700270483056e-71
<https://identifiers.org/wikipathways/WP5118_r119397>	WP5118	SMC1/SMC3 role in DNA damage - Cornelia de Lange Syndrome	11	2	1.68302256281873e-22	2	1.9755232884542e-22	2	1.00116653346741e-22	2	3.58509157464281e-22	2	1.66530665765446e-22	2	2.13101978250936e-22	2	6.15588185103648e-23	2	6.15588185103648e-23
<https://identifiers.org/wikipathways/WP5120_r120422>	WP5120	Inclusion body myositis	12	2	1.18453200902199e-24	2	1.41530026635527e-24	2	6.65226932536489e-25	2	2.74369253161439e-24	2	1.17069009325448e-24	2	1.53956877724938e-24	2	3.87568637001251e-25	2	3.87568637001251e-25
<https://identifiers.org/wikipathways/WP5121_r119472>	WP5121	Sphingolipid metabolism in senescence	30	4	9.89847000565773e-54	4	1.56894085363684e-53	4	2.22342534809024e-54	4	8.69767971061783e-53	4	9.60190350303431e-54	4	1.95067390538011e-53	4	5.49066190827421e-55	4	5.49066190827421e-55
<https://identifiers.org/wikipathways/WP5122_r119484>	WP5122	Prostaglandin and leukotriene metabolism in senescence 	32	8	1.73013415243352e-47	8	2.64752015134398e-47	8	4.35595376457577e-48	8	1.28778064479925e-46	8	1.68220202752887e-47	8	3.23738344606927e-47	8	1.19703773491412e-48	8	1.19703773491412e-48
<https://identifiers.org/wikipathways/WP5124_r119432>	WP5124	Alzheimer's disease	267	23	7.75877250783358e-285	23	4.531229107377e-283	23	1.41479069665978e-290	23	1.6147177925484e-276	23	5.93025602172978e-285	23	3.09562957467268e-282	23	5.74697417225154e-296	23	5.74697417225154e-296
<https://identifiers.org/wikipathways/WP5130_r122780>	WP5130	Th17 cell differentiation pathway	71	14	3.21927731902229e-94	14	8.75706224357603e-94	14	1.25394199195501e-95	14	3.61160723987641e-92	14	3.01338467276691e-94	14	1.40544243367929e-93	14	5.99249021396169e-97	14	5.99249021396169e-97
<https://identifiers.org/wikipathways/WP5133_r121511>	WP5133	Non-classical role of vitamin D	8	1	9.86663307336237e-19	1	1.11770797428111e-18	1	6.58589593860051e-19	1	1.77727981556176e-18	1	9.78571198852386e-19	1	1.18559608481693e-18	1	4.51073175344072e-19	1	4.51073175344072e-19
<https://identifiers.org/wikipathways/WP5143_r120629>	WP5143	GDNF signaling	135	1	2.90099657544619e-205	1	2.89818077354227e-204	2	1.5949933325706e-205	1	1.49300040561671e-200	1	2.49181314392708e-205	2	7.67622895027485e-201	1	1.49618046996548e-211	2	1.51862317701495e-208
<https://identifiers.org/wikipathways/WP5144_r120537>	WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	57	13	3.00973863168836e-76	13	6.53548686424471e-76	14	3.200615723628e-75	13	1.16713761967235e-74	13	2.8594891536525e-76	14	1.14162522305192e-73	13	2.30973695444313e-78	14	3.20063549401396e-76
<https://identifiers.org/wikipathways/WP5149_r120374>	WP5149	Lipid metabolism in senescent cells	20	4	2.01587969640393e-35	4	2.67872586085122e-35	4	8.02095106047161e-36	4	7.71004786946909e-35	4	1.97838667227809e-35	4	3.06410805361739e-35	4	3.3840603410908e-36	4	3.3840603410908e-36
<https://identifiers.org/wikipathways/WP5154_r122424>	WP5154	Docosahexaenoic acid (DHA) oxylipin metabolism	2	1	0.00117924528301885	1	0.00120048019207684	1	0.0011129660545353	1	0.00128287363694678	1	0.00117785630153122	1	0.00121065375302659	1	0.00105429625724823	1	0.00105429625724823
<https://identifiers.org/wikipathways/WP516_r117755>	WP516	Hypertrophy model	20	5	6.89834032109415e-33	5	9.00587634418181e-33	5	2.90679266431499e-33	5	2.42712306930887e-32	5	6.77795273922483e-33	5	1.02157362507604e-32	5	1.29406467443314e-33	5	1.29406467443314e-33
<https://identifiers.org/wikipathways/WP5166_r122169>	WP5166	Glyoxylate metabolism	14	2	7.40296406020034e-29	2	9.16458702381728e-29	2	3.70582266485915e-29	2	2.02714228606735e-28	2	7.29933678611217e-29	2	1.0137881587123e-28	2	1.93861223887245e-29	2	1.93861223887245e-29
<https://identifiers.org/wikipathways/WP5169_r122351>	WP5169	Hemesynthesis defects and porphyrias	9	1	5.21430990371474e-21	1	6.01277451794975e-21	1	3.28564653256124e-21	1	1.02142518135732e-20	1	5.16547846901553e-21	1	6.43180516175554e-21	1	2.13217362294992e-21	1	2.13217362294992e-21
<https://identifiers.org/wikipathways/WP5173_r122082>	WP5173	Disorders of galactose metabolism 	14	1	8.66857618290436e-32	1	1.0923226488459e-31	1	4.09709526242026e-32	1	2.58070310129512e-31	1	8.53723600714867e-32	1	1.21849538306767e-31	1	2.0310238228103e-32	1	2.0310238228103e-32
<https://identifiers.org/wikipathways/WP5174_r121476>	WP5174	Ulcerative colitis signaling	22	4	3.1757438299569e-39	4	4.37179851856077e-39	4	1.12676346134767e-39	4	1.43503429042571e-38	4	3.10941157741423e-39	4	5.08503174969152e-39	4	4.26995374436899e-40	4	4.26995374436899e-40
<https://identifiers.org/wikipathways/WP5176_r122283>	WP5176	Disorders of bile acid synthesis and biliary transport	20	3	4.70999929066328e-38	3	6.37033498418848e-38	3	1.76965274362308e-38	3	1.95810739542073e-37	3	4.61700506949384e-38	3	7.34798094392669e-38	3	7.07592334781133e-39	3	7.07592334781133e-39
<https://identifiers.org/wikipathways/WP5178_r122450>	WP5178	Disorders of fructose metabolism	14	1	8.66857618290436e-32	1	1.0923226488459e-31	1	4.09709526242026e-32	1	2.58070310129512e-31	1	8.53723600714867e-32	1	1.21849538306767e-31	1	2.0310238228103e-32	1	2.0310238228103e-32
<https://identifiers.org/wikipathways/WP5179_r121899>	WP5179	Biosynthesis and turnover of 1-deoxy-sphingoid bases	10	1	3.0600410233068e-23	1	3.59186052446223e-23	1	1.82030278812256e-23	1	6.51834831753246e-23	1	3.02783028664454e-23	1	3.87458142274426e-23	1	1.119251245643e-23	1	1.119251245643e-23
<https://identifiers.org/wikipathways/WP5180_r122423>	WP5180	DYRK1A	62	10	4.69706135227853e-90	10	1.17186678741374e-89	10	2.42207292481472e-91	10	3.50549882571314e-88	10	4.42183655214844e-90	10	1.8054512177749e-89	10	1.50581430538824e-92	10	1.50581430538824e-92
<https://identifiers.org/wikipathways/WP5181_r122326>	WP5181	Roles of ceramides in the development of insulin resistance	23	3	9.93935834054085e-44	3	1.41744420768547e-43	3	3.14505401766929e-44	3	5.3053179184285e-43	3	9.70908850349193e-44	3	1.67644216404401e-43	3	1.07064801147392e-44	3	1.07064801147392e-44
<https://identifiers.org/wikipathways/WP5183_r122816>	WP5183	SARS-CoV-2 mitochondrial chronic oxidative stress and endothelial dysfunction	33	3	1.46895634453555e-61	3	2.49776600077157e-61	3	2.62744123378428e-62	3	1.79774934768694e-60	3	1.41835012278032e-61	3	3.21033704248181e-61	3	5.24129902085691e-63	3	5.24129902085691e-63
<https://identifiers.org/wikipathways/WP5187_r122433>	WP5187	mRNA vaccine activation of dendritic cell and induction of IFN-1	12	1	1.38866589568813e-27	1	1.68890246581776e-27	1	7.36277733853336e-28	1	3.4973773506876e-27	1	1.3708314909303e-27	1	1.85267000872368e-27	1	4.06469467227321e-28	1	4.06469467227321e-28
<https://identifiers.org/wikipathways/WP5188_r122585>	WP5188	Retinol metabolism	19	2	7.06499893599491e-39	2	9.55550247628267e-39	2	2.65447911543466e-39	2	2.93716109313104e-38	2	6.9255076042408e-39	2	1.10219714158899e-38	2	1.06138850217171e-39	2	1.06138850217171e-39
<https://identifiers.org/wikipathways/WP5190_r122630>	WP5190	Creatine pathway	5	1	1.4452483793074e-11	1	1.55209487960484e-11	1	1.14693765985773e-11	1	2.02360898898162e-11	1	1.43845720630258e-11	1	1.60533193842994e-11	1	9.23717435952005e-12	1	9.23717435952005e-12
<https://identifiers.org/wikipathways/WP5191_r122556>	WP5191	Resolvin E1 and resolvin D1 signaling pathways promoting inflammation resolution	14	2	7.40296406020034e-29	2	9.16458702381728e-29	2	3.70582266485915e-29	2	2.02714228606735e-28	2	7.29933678611217e-29	2	1.0137881587123e-28	2	1.93861223887245e-29	2	1.93861223887245e-29
<https://identifiers.org/wikipathways/WP5192_r122557>	WP5192	Modulation of PI3K-Akt-mTOR signaling by bioactive sphingolipids	14	3	4.212286550254e-26	3	5.12300414631387e-26	3	2.23337579268843e-26	3	1.06087112970856e-25	3	4.15818885582187e-26	3	5.61976569312849e-26	3	1.23295738392287e-26	3	1.23295738392287e-26
<https://identifiers.org/wikipathways/WP5194_r122165>	WP5194	Synthesis of ceramides and 1-deoxyceramides	22	2	1.29643804441838e-44	2	1.84884027089407e-44	2	4.10224437087301e-45	2	6.9199798936023e-44	2	1.26640284828159e-44	2	2.18666369223131e-44	2	1.39649740627035e-45	2	1.39649740627035e-45
<https://identifiers.org/wikipathways/WP5198_r121825>	WP5198	Inflammatory bowel disease signaling	43	10	3.28081108485429e-61	10	5.87970551537342e-61	10	4.94827432663566e-62	10	5.14502086191401e-60	10	3.15680544838714e-61	10	7.74725117824994e-61	10	8.41331533611773e-63	10	8.41331533611773e-63
<https://identifiers.org/wikipathways/WP5200_r122392>	WP5200	Dravet syndrome	20	1	9.62507032977294e-44	1	1.34861292487293e-43	1	3.22496786904986e-44	1	4.7271550961491e-43	1	9.41304627921844e-44	1	1.5817813981465e-43	1	1.15830693957313e-44	1	1.15830693957313e-44
<https://identifiers.org/wikipathways/WP5202_r122439>	WP5202	Alstrom syndrome	33	2	2.55322655481262e-64	2	4.41821816174222e-64	2	4.31435342164911e-65	2	3.39411456454429e-63	2	2.46241340760472e-64	2	5.72592813760127e-64	2	8.15978052027538e-66	2	8.15978052027538e-66
<https://identifiers.org/wikipathways/WP5205_r122560>	WP5205	Clock-controlled autophagy in bone metabolism	80	6	2.17780054109758e-124	6	7.93374147315951e-124	6	3.28691664718764e-126	6	9.68081404647731e-122	6	1.99955780702261e-124	6	1.46180111916641e-123	6	6.45486986354248e-128	6	6.45486986354248e-128
<https://identifiers.org/wikipathways/WP5211_r122576>	WP5211	Glucose metabolism in triple-negative breast cancer cells	8	1	9.86663307336237e-19	1	1.11770797428111e-18	1	6.58589593860051e-19	1	1.77727981556176e-18	1	9.78571198852386e-19	1	1.18559608481693e-18	1	4.51073175344072e-19	1	4.51073175344072e-19
<https://identifiers.org/wikipathways/WP5213_r122577>	WP5213	Amino acid metabolism in triple-negative breast cancer cells	9	2	4.4399848830131e-18	2	5.02968588426499e-18	2	2.96365317237024e-18	2	7.99775917002785e-18	2	4.40357039483576e-18	2	5.33518238167616e-18	2	2.02982928904833e-18	2	2.02982928904833e-18
<https://identifiers.org/wikipathways/WP5218_r122962>	WP5218	Extrafollicular B cell activation by SARS-CoV-2	76	11	1.72024648382733e-107	11	5.37085466748222e-107	11	4.28414415820266e-109	10	2.50309653895285e-107	10	9.9557385248246e-110	10	5.89397767263501e-109	11	1.3458916965353e-110	11	1.3458916965353e-110
<https://identifiers.org/wikipathways/WP5220_r122761>	WP5220	Metabolic reprogramming in pancreatic cancer	43	3	4.24384798637068e-78	3	8.59513230499894e-78	3	4.30457328248771e-79	3	1.18488581629715e-76	3	4.05058705212015e-78	3	1.19992598155034e-77	3	5.04612028181485e-80	3	5.04612028181485e-80
<https://identifiers.org/wikipathways/WP5221_r122738>	WP5221	2q11.2 copy number variation syndrome	65	6	1.22938981241033e-103	6	3.46161387444424e-103	6	4.28120996589089e-105	6	1.62290038700056e-101	6	1.14814216841435e-103	6	5.64699773959528e-103	6	1.84195381945718e-106	6	1.84195381945718e-106
<https://identifiers.org/wikipathways/WP5222_r122737>	WP5222	2q13 copy number variation syndrome	68	12	2.99335620404379e-94	12	8.00308615573342e-94	13	1.75677605819288e-93	12	3.09555803230069e-92	12	2.80511113731078e-94	13	1.67285001843979e-91	12	6.2111995934788e-97	13	9.32635508190082e-95
<https://identifiers.org/wikipathways/WP5224_r122740>	WP5224	2q37 copy number variation syndrome	172	8	6.02959745095903e-227	8	9.85194473930823e-226	9	1.51145230633509e-228	8	3.14313755711655e-221	8	5.0134500409582e-227	9	7.43854560335951e-223	8	1.39660485747107e-234	9	3.19667334043344e-232
<https://identifiers.org/wikipathways/WP524_r117113>	WP524	G13 signaling pathway	38	1	1.14929628661279e-75	1	2.20895178826341e-75	1	1.38153926281386e-76	1	2.50677946409538e-74	1	1.10075847499807e-75	1	3.0084269337803e-75	1	1.89900207712991e-77	1	1.89900207712991e-77
<https://identifiers.org/wikipathways/WP528_r120525>	WP528	Acetylcholine synthesis	7	1	2.09912618635786e-16	1	2.3360096662475e-16	1	1.4842962971621e-16	1	3.47680363919266e-16	1	2.08435665355559e-16	1	2.45714788578309e-16	1	1.07299031584971e-16	1	1.07299031584971e-16
<https://identifiers.org/wikipathways/WP530_r117693>	WP530	Cytokines and inflammatory response	30	9	9.82641108667108e-42	9	1.42627170719952e-41	9	2.93647998952991e-42	9	5.70010883382761e-41	9	9.58758361244123e-42	9	1.7010072555626e-41	9	9.47498357572007e-43	9	9.47498357572007e-43
<https://identifiers.org/wikipathways/WP531_r117702>	WP531	DNA mismatch repair	23	4	4.26149988850699e-41	4	5.97098372487506e-41	4	1.42785452402186e-41	4	2.09294791882001e-40	4	4.16762624012396e-41	4	7.0033371402938e-41	4	5.1284039749602e-42	4	5.1284039749602e-42
<https://identifiers.org/wikipathways/WP534_r117147>	WP534	Glycolysis and gluconeogenesis	46	3	7.37536519887454e-83	3	1.57389289126377e-82	3	6.31417675577258e-84	3	2.6347520093843e-81	3	7.01523767896176e-83	3	2.25219897346099e-82	3	6.31421575880253e-85	3	6.31421575880253e-85
<https://identifiers.org/wikipathways/WP536_r116854>	WP536	Calcium regulation in cardiac cells	152	17	2.17226580908472e-186	17	2.20632662598392e-185	17	1.17291387820842e-189	17	1.20842529594379e-181	17	1.86383234050066e-186	17	6.59895368565757e-185	17	1.00946414577773e-192	17	1.00946414577773e-192
<https://identifiers.org/wikipathways/WP545_r116815>	WP545	Complement activation	22	7	7.58817435320352e-32	7	9.9064639786001e-32	7	3.19747193074649e-32	7	2.66983537623977e-31	7	7.45574801314735e-32	7	1.12373098758363e-31	7	1.42347114187643e-32	7	1.42347114187643e-32
<https://identifiers.org/wikipathways/WP550_r119093>	WP550	Biogenic amine synthesis	15	1	7.60846358944202e-34	1	9.75868953703897e-34	1	3.39538281416043e-34	1	2.46250295925109e-33	1	7.48442665734825e-34	1	1.09774358834925e-33	1	1.5950448870238e-34	1	1.5950448870238e-34
<https://identifiers.org/wikipathways/WP554_r121084>	WP554	ACE inhibitor pathway	17	2	6.0511757202581e-35	2	7.89989152998412e-35	2	2.54981812659205e-35	2	2.12905532395515e-34	2	5.94557257826735e-35	2	8.96117214978988e-35	2	1.13514445125714e-35	2	1.13514445125714e-35
<https://identifiers.org/wikipathways/WP558_r119232>	WP558	Complement and coagulation cascades	60	19	1.66071422644807e-68	19	3.42261734604204e-68	19	1.59186325192285e-69	19	5.03399575209765e-67	20	1.37585536664102e-66	19	4.81769060667784e-68	19	1.76975352222834e-70	19	1.76975352222834e-70
<https://identifiers.org/wikipathways/WP560_r117838>	WP560	TGF-beta receptor signaling	55	11	1.470924895186e-77	11	3.19403493365341e-77	11	1.19016030912946e-78	11	5.70405603599274e-76	11	1.39749469915344e-77	11	4.60833035232895e-77	11	1.12881881232182e-79	11	1.12881881232182e-79
<https://identifiers.org/wikipathways/WP561_r117151>	WP561	Heme biosynthesis	9	1	5.21430990371474e-21	1	6.01277451794975e-21	1	3.28564653256124e-21	1	1.02142518135732e-20	1	5.16547846901553e-21	1	6.43180516175554e-21	1	2.13217362294992e-21	1	2.13217362294992e-21
<https://identifiers.org/wikipathways/WP58_r113950>	WP58	Monoamine GPCRs	34	2	5.02661857924887e-66	2	8.85205760160482e-66	2	8.02450855230155e-67	2	7.25785504367946e-65	2	4.84222416764384e-66	2	1.15675315911137e-65	2	1.43896544444691e-67	2	1.43896544444691e-67
<https://identifiers.org/wikipathways/WP581_r117099>	WP581	EPO receptor signaling	26	4	1.3156348732648e-46	4	1.9435598896218e-46	4	3.71316210757049e-47	4	8.29348004339832e-46	4	1.28216533435523e-46	4	2.33733503110606e-46	4	1.13563980388094e-47	4	1.13563980388094e-47
<https://identifiers.org/wikipathways/WP585_r107188>	WP585	Interferon type I signaling pathways	54	5	5.54577496756556e-90	5	1.31350999981753e-89	5	3.38525359918741e-91	5	3.23907664795516e-88	5	5.2387812284649e-90	5	1.97454806729433e-89	5	2.46531599382415e-92	5	2.46531599382415e-92
<https://identifiers.org/wikipathways/WP61_r120637>	WP61	Notch signaling pathway	60	6	2.04740616687424e-96	6	5.287960733612e-96	6	9.43599250607545e-98	6	1.79886370802983e-94	6	1.92303638990115e-96	6	8.28134345611644e-96	6	5.28000070013831e-99	6	5.28000070013831e-99
<https://identifiers.org/wikipathways/WP619_r120967>	WP619	Type II interferon signaling	37	13	5.85983128704974e-45	13	8.96694709720575e-45	13	1.47532803272512e-45	13	4.36161398388541e-44	13	5.69748886708418e-45	13	1.09647687023407e-44	13	4.05427472832832e-46	13	4.05427472832832e-46
<https://identifiers.org/wikipathways/WP623_r107189>	WP623	Oxidative phosphorylation	62	2	9.62234911563768e-110	2	2.75650093521609e-109	2	3.1685252802694e-111	2	1.37778663371599e-107	2	8.9762001320804e-110	2	4.53352719282114e-109	2	1.29353596391016e-112	2	1.29353596391016e-112
<https://identifiers.org/wikipathways/WP673_r118930>	WP673	ErbB signaling pathway	92	11	1.23957540872669e-128	11	5.08876507202046e-128	11	1.26945520896603e-130	11	9.67486959473431e-126	11	1.12917552894698e-128	11	9.92063420523449e-128	11	1.73249934250902e-132	11	1.73249934250902e-132
<https://identifiers.org/wikipathways/WP678_r116938>	WP678	Arachidonate epoxygenase / epoxide hydrolase	7	1	2.09912618635786e-16	1	2.3360096662475e-16	1	1.4842962971621e-16	1	3.47680363919266e-16	1	2.08435665355559e-16	1	2.45714788578309e-16	1	1.07299031584971e-16	1	1.07299031584971e-16
<https://identifiers.org/wikipathways/WP69_r120966>	WP69	T-cell receptor signaling pathway	89	9	3.21393337379687e-129	9	1.29711235830045e-128	9	3.47858492588015e-131	9	2.31496819986534e-126	9	2.93098887762711e-129	9	2.50846635449014e-128	9	5.00035345351488e-133	9	5.00035345351488e-133
<https://identifiers.org/wikipathways/WP690_r117170>	WP690	Polyol pathway	4	1	4.91095399288653e-09	1	5.18089270812093e-09	1	4.12897557548781e-09	1	6.32175448157866e-09	1	4.89363141584126e-09	1	5.31364871620314e-09	1	3.51012625661768e-09	1	3.51012625661768e-09
<https://identifiers.org/wikipathways/WP691_r114497>	WP691	Tamoxifen metabolism	21	2	1.01063238462616e-42	2	1.41604357111659e-42	2	3.38621626250239e-43	2	4.96351285095656e-42	2	9.88369859317941e-43	2	1.66087046805387e-42	2	1.21622228655181e-43	2	1.21622228655181e-43
<https://identifiers.org/wikipathways/WP696_r106311>	WP696	Benzo(a)pyrene metabolism	9	2	4.4399848830131e-18	2	5.02968588426499e-18	2	2.96365317237024e-18	2	7.99775917002785e-18	2	4.40357039483576e-18	2	5.33518238167616e-18	2	2.02982928904833e-18	2	2.02982928904833e-18
<https://identifiers.org/wikipathways/WP697_r106826>	WP697	Estrogen metabolism	18	2	6.36593588338078e-37	2	8.45913429742497e-37	2	2.5329319138332e-37	2	2.43475195877972e-36	2	6.24753685982565e-37	2	9.67613069563381e-37	2	1.06865063402868e-37	2	1.06865063402868e-37
<https://identifiers.org/wikipathways/WP698_r106827>	WP698	Glucuronidation	26	1	6.21611635823294e-55	1	9.68100340631228e-55	1	1.47822696012422e-55	1	5.02723030892843e-54	1	6.03688368390008e-55	1	1.19368003624244e-54	1	3.85077620423401e-56	1	3.85077620423401e-56
<https://identifiers.org/wikipathways/WP702_r106643>	WP702	Metapathway biotransformation Phase I and II	190	9	7.40027159410531e-243	9	1.59226498703552e-241	9	3.47990458134901e-247	9	1.40826236964475e-236	9	6.04220545390615e-243	9	6.78889566410862e-241	9	3.01652324089429e-251	9	3.01652324089429e-251
<https://identifiers.org/wikipathways/WP704_r117787>	WP704	Methylation pathways	9	1	5.21430990371474e-21	1	6.01277451794975e-21	1	3.28564653256124e-21	1	1.02142518135732e-20	1	5.16547846901553e-21	1	6.43180516175554e-21	1	2.13217362294992e-21	1	2.13217362294992e-21
<https://identifiers.org/wikipathways/WP706_r117178>	WP706	Sudden infant death syndrome (SIDS) susceptibility pathways	166	23	1.59975952385027e-189	23	1.85395108856944e-188	24	4.54538294603513e-191	23	1.65586705575344e-184	23	1.36070143352601e-189	24	4.41138818665247e-186	23	3.23597384132628e-196	24	2.74922944269353e-194
<https://identifiers.org/wikipathways/WP707_r116541>	WP707	DNA damage response	68	8	3.76142245657859e-103	8	1.07752944678042e-102	8	1.23859174097866e-104	8	5.38583408495405e-101	8	3.5088397173909e-103	8	1.77217754060415e-102	8	5.056494172651e-106	8	5.056494172651e-106
<https://identifiers.org/wikipathways/WP710_r116542>	WP710	DNA damage response (only ATM dependent)	114	13	1.4818700465759e-151	13	8.53588305287366e-151	13	5.05208957109763e-154	13	5.70432326078424e-148	13	1.32001858352808e-151	13	1.95291613465599e-150	13	2.45538286934378e-156	13	2.45538286934378e-156
<https://identifiers.org/wikipathways/WP716_r116512>	WP716	Vitamin A and carotenoid metabolism	43	8	9.87148833522982e-66	8	1.83212788278087e-65	8	1.32909750829583e-66	8	1.82587402475446e-64	8	9.47644336314048e-66	8	2.45432838788449e-65	8	2.03174918161169e-67	8	2.03174918161169e-67
<https://identifiers.org/wikipathways/WP722_r120570>	WP722	Serotonin HTR1 group and FOS pathway	34	3	2.89365676212093e-63	3	5.00731391664115e-63	3	4.88960054453571e-64	3	3.84666317315019e-62	3	2.79073519528534e-63	3	6.48938522261475e-63	3	9.24775125631219e-65	3	9.24775125631219e-65
<https://identifiers.org/wikipathways/WP727_r116775>	WP727	Monoamine transport	32	6	3.27309408187088e-52	6	5.18796442269243e-52	6	7.35212648435166e-53	6	2.87603275764431e-51	6	3.17502942500335e-52	6	6.45022838045687e-52	6	1.81557887100275e-53	6	1.81557887100275e-53
<https://identifiers.org/wikipathways/WP732_r120591>	WP732	Serotonin receptor 2 and ELK-SRF/GATA4 signaling	20	2	8.24868527261528e-41	2	1.13553208274304e-40	2	2.92665834116277e-41	2	3.72736179331358e-40	2	8.07639370756934e-41	2	1.32078746745235e-40	2	1.10907889464128e-41	2	1.10907889464128e-41
<https://identifiers.org/wikipathways/WP733_r120590>	WP733	Serotonin receptor 2 and STAT3 signaling	4	1	4.91095399288653e-09	1	5.18089270812093e-09	1	4.12897557548781e-09	1	6.32175448157866e-09	1	4.89363141584126e-09	1	5.31364871620314e-09	1	3.51012625661768e-09	1	3.51012625661768e-09
<https://identifiers.org/wikipathways/WP734_r117826>	WP734	Serotonin receptor 4/6/7 and NR3C signaling	19	1	8.24868527261532e-42	1	1.13553208274302e-41	1	2.92665834116278e-42	1	3.72736179331351e-41	1	8.07639370756939e-42	1	1.32078746745236e-41	1	1.10907889464129e-42	1	1.10907889464129e-42
<https://identifiers.org/wikipathways/WP75_r119233>	WP75	Toll-like receptor signaling pathway	104	14	2.60663309411857e-137	14	1.24686506508596e-136	15	2.04302197755144e-137	14	4.18130398473849e-134	14	2.35061545897296e-137	15	3.03271096438851e-134	14	1.3916232127706e-141	15	1.84250913370821e-139
<https://identifiers.org/wikipathways/WP78_r119082>	WP78	TCA cycle (aka Krebs or citric acid cycle)	18	1	7.43684098525791e-40	1	1.0058423659245e-39	1	2.79418854256284e-40	1	3.0917485190854e-39	1	7.29000800446413e-40	1	1.1602075174621e-39	1	1.11725105491761e-40	1	1.11725105491761e-40
<https://identifiers.org/wikipathways/WP80_r111167>	WP80	Nucleotide GPCRs	11	2	1.68302256281873e-22	2	1.9755232884542e-22	2	1.00116653346741e-22	2	3.58509157464281e-22	2	1.66530665765446e-22	2	2.13101978250936e-22	2	6.15588185103648e-23	2	6.15588185103648e-23
<https://identifiers.org/wikipathways/WP98_r117172>	WP98	Prostaglandin synthesis and regulation	46	9	3.33210128149914e-68	9	6.40431120345416e-68	9	4.00543254310057e-69	9	7.26778913500655e-67	9	3.19137786129297e-68	9	8.72219231725709e-68	9	5.50568841862618e-70	9	5.50568841862618e-70
